13,3,304.7,0.0,409.00000000000006,119.08,1,1,1.0
13,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
14,5,734.95,150.33,224.19999999999993,122.06999999999996,1,1,1.0
14,6,0.54,175.99,17.14,48.31999999999999,1,1,1.0
14,3,304.7,0.0,408.76000000000005,119.05,1,1,1.0
14,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
15,5,693.89,140.78,265.21000000000004,118.02000000000001,1,1,1.0
15,6,0.54,163.4,37.43,79.9,1,1,1.0
15,3,304.7,0.0,408.51000000000005,119.03,1,1,1.0
15,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
16,5,649.71,131.24,285.49,120.16,1,1,1.0
16,6,0.54,162.15,57.71,92.97999999999999,1,1,1.0
16,3,304.7,0.0,408.27000000000004,119.0,1,1,1.0
16,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
17,5,616.25,124.23,270.1,116.96999999999998,1,1,1.0
17,6,0.54,160.9,77.99,106.05999999999997,1,1,1.0
17,3,304.7,0.0,408.03000000000003,118.98,1,1,1.0
17,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
18,5,582.8,117.21,254.70000000000005,113.79,1,1,1.0
18,6,0.54,166.1,98.27999999999999,115.08000000000001,1,1,1.0
18,3,304.7,0.0,407.78000000000003,118.95,1,1,1.0
18,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
19,5,546.6,108.3,249.0,112.10000000000001,1,1,1.0
19,6,0.54,171.3,118.55999999999999,124.09999999999997,1,1,1.0
19,3,304.7,0.0,407.54,118.92,1,1,1.0
19,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
20,5,515.95,105.57,241.5999999999999,107.83000000000001,1,1,1.0
20,6,0.36,180.02,145.97,130.54,1,1,1.0
20,3,304.7,0.0,407.3,118.9,1,1,1.0
20,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
21,5,485.3,102.85,234.2,103.55000000000001,1,1,1.0
21,6,0.18,188.74,173.39,136.98000000000002,1,1,1.0
21,3,304.7,0.0,407.05,118.87,1,1,1.0
21,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
22,5,454.65,100.12,226.80000000000007,99.28,1,1,1.0
22,6,0.0,197.46,200.8,143.42,1,1,1.0
22,3,304.7,0.0,406.81,118.85,1,1,1.0
22,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
23,5,424.0,97.4,219.39999999999998,95.0,1,1,1.0
23,6,15.43,206.18,216.51999999999998,149.86,1,1,1.0
23,3,304.7,0.0,406.57,118.82,1,1,1.0
23,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
24,5,400.25,91.93,209.12,92.87,1,1,1.0
24,6,30.85,214.9,232.25000000000003,156.29999999999998,1,1,1.0
24,3,304.7,0.0,406.32,118.79,1,1,1.0
24,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
25,5,376.5,86.47,198.83000000000004,90.72999999999999,1,1,1.0
25,6,55.3,226.16,248.09999999999997,168.73999999999998,1,1,1.0
25,3,304.7,0.0,406.08,118.77,1,1,1.0
25,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
26,5,352.75,81.0,188.54999999999995,88.6,1,1,1.0
26,6,84.42,237.42,267.58,181.18000000000004,1,1,1.0
26,3,304.7,0.0,405.84,118.74,1,1,1.0
26,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
27,5,330.37,77.41,183.61,86.78,1,1,1.0
27,6,113.55,248.69,287.05,193.61,1,1,1.0
27,3,304.7,0.0,405.59,118.72,1,1,1.0
27,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
28,5,308.0,73.83,178.64999999999998,84.94000000000001,1,1,1.0
28,6,142.67,259.95,306.53,206.05,1,1,1.0
28,3,304.7,0.0,405.34999999999997,118.69,1,1,1.0
28,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
29,5,285.62,70.24,173.70999999999998,83.12000000000002,1,1,1.0
29,7,911.05,180.73,48.32000000000005,72.97,1,1,1.0
29,6,171.8,271.21,326.0,218.49,1,1,1.0
29,3,304.7,0.0,405.10999999999996,118.66,1,1,1.0
29,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
30,5,267.12,66.66,168.76,81.28,1,1,1.0
30,7,863.08,168.42,96.59999999999991,81.08000000000001,1,1,1.0
30,6,205.5,288.0,368.4,232.60000000000002,1,1,1.0
30,3,304.7,0.0,404.85999999999996,118.64,1,1,1.0
30,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
31,5,248.61,63.07,163.81,79.46000000000001,1,1,1.0
31,7,815.1,156.12,144.89999999999998,89.18,1,1,1.0
31,6,246.2,305.0,403.8,235.0,1,1,1.0
31,3,304.7,0.0,404.62000000000006,118.61,1,1,1.0
31,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
32,5,230.11,59.49,158.86,77.62,1,1,1.0
32,7,771.1,143.81,188.5,97.28999999999999,1,1,1.0
32,6,293.1,326.4,433.0,213.60000000000002,1,1,1.0
32,3,304.7,0.0,404.38000000000005,118.59,1,1,1.0
32,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
33,5,211.6,55.9,153.92,75.79999999999998,1,1,1.0
33,7,727.1,128.7,232.89999999999998,116.70000000000002,1,1,1.0
33,6,347.46,347.8,454.74000000000007,192.2,1,1,1.0
33,3,304.7,0.0,404.13000000000005,118.56,1,1,1.0
33,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
34,5,197.12,53.66,150.05,74.26,1,1,1.0
34,7,683.1,119.2,264.28999999999996,113.49999999999999,1,1,1.0
34,6,401.82,369.2,476.47999999999996,170.8,1,1,1.0
34,3,304.7,0.0,403.89000000000004,118.53,1,1,1.0
34,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
35,5,182.64,51.41,146.19,72.72,1,1,1.0
35,7,647.15,113.32,255.77999999999997,109.1,1,1,1.0
35,6,467.01,392.35,450.39,146.89999999999998,1,1,1.0
35,3,304.7,0.0,403.65000000000003,118.51,1,1,1.0
35,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
36,5,168.17,49.17,142.31000000000003,71.17999999999999,1,1,1.0
36,7,611.2,107.44,247.27999999999997,104.69999999999999,1,1,1.0
36,6,532.2,415.5,424.29999999999995,123.0,1,1,1.0
36,3,304.7,0.0,403.40000000000003,118.48,1,1,1.0
36,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
37,5,153.69,46.93,138.45,69.63999999999999,1,1,1.0
37,7,576.85,101.56,237.16999999999996,100.30000000000001,1,1,1.0
37,6,633.2,446.83,324.4699999999999,92.17000000000002,1,1,1.0
37,3,304.7,0.0,403.16,118.46,1,1,1.0
37,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
38,5,139.21,44.69,134.58,68.09,1,1,1.0
38,7,542.49,95.68,227.06999999999994,95.9,1,1,1.0
38,6,734.2,478.17,224.63,61.329999999999984,1,1,1.0
38,3,304.7,0.0,402.92,118.43,1,1,1.0
38,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
39,5,124.73,42.44,130.71999999999997,66.56,1,1,1.0
39,7,508.14,89.8,216.96000000000004,91.50000000000001,1,1,1.0
39,6,835.2,509.5,124.79999999999995,30.5,1,1,1.0
39,3,304.7,0.0,402.67,118.4,1,1,1.0
39,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
40,5,110.26,40.2,126.83999999999999,65.02,1,1,1.0
40,7,480.73,82.5,210.57999999999993,92.47,1,1,1.0
40,3,304.7,0.0,402.43,118.38,1,1,1.0
40,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
41,5,98.39,37.98,123.80999999999999,64.63,1,1,1.0
41,7,453.32,75.2,204.20999999999998,93.43999999999998,1,1,1.0
41,3,304.7,0.0,402.19,118.35,1,1,1.0
41,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
42,5,86.52,35.76,120.78000000000002,64.25,1,1,1.0
42,7,425.91,71.92,197.82999999999998,90.39,1,1,1.0
42,3,304.7,0.0,401.94,118.33,1,1,1.0
42,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
43,5,74.66,33.54,117.74000000000001,63.87,1,1,1.0
43,7,398.51,68.64,191.45000000000005,87.33,1,1,1.0
43,3,304.7,0.0,401.7,118.3,1,1,1.0
43,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
44,5,62.79,31.32,114.71000000000001,63.48,1,1,1.0
44,7,371.1,65.36,185.06999999999994,84.27999999999999,1,1,1.0
44,3,304.7,0.0,401.7,117.96,1,1,1.0
44,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
45,5,50.92,29.1,111.67999999999999,63.1,1,1,1.0
45,7,343.69,62.08,178.7,81.23,1,1,1.0
45,3,304.7,0.0,401.7,117.63,1,1,1.0
45,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
46,5,40.16,28.17,110.24000000000001,61.42999999999999,1,1,1.0
46,7,316.28,58.8,172.32000000000005,78.17999999999999,1,1,1.0
46,3,304.7,0.0,401.7,117.29,1,1,1.0
46,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
47,5,29.4,27.24,108.79999999999998,59.760000000000005,1,1,1.0
47,7,298.02,55.7,166.61,77.39,1,1,1.0
47,3,304.7,0.0,401.7,116.96,1,1,1.0
47,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
48,5,20.3,26.3,106.05,58.10000000000001,1,1,1.0
48,7,279.75,52.6,160.92000000000002,76.59,1,1,1.0
48,3,304.7,0.0,401.7,116.62,1,1,1.0
48,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
49,5,11.2,25.37,103.3,56.42999999999999,1,1,1.0
49,7,261.48,49.5,155.21999999999997,75.8,1,1,1.0
49,3,304.7,0.0,401.7,116.29,1,1,1.0
49,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
50,5,2.5,24.44,102.41,54.760000000000005,1,1,1.0
50,7,244.62,46.95,147.85000000000002,73.38,1,1,1.0
50,3,304.7,0.0,401.7,115.95,1,1,1.0
50,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
51,5,2.22,23.51,92.16,53.08999999999999,1,1,1.0
51,7,227.75,44.39,140.48000000000002,70.98,1,1,1.0
51,3,304.7,0.0,401.7,115.62,1,1,1.0
51,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
52,5,1.94,22.58,81.91,51.42,1,1,1.0
52,7,210.89,41.84,133.11,68.56,1,1,1.0
52,3,304.7,0.0,401.7,115.28,1,1,1.0
52,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
53,5,1.67,21.64,71.66,49.760000000000005,1,1,1.0
53,7,194.91,40.8,130.69000000000003,67.0,1,1,1.0
53,3,304.7,0.0,401.7,114.95,1,1,1.0
53,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
54,5,1.39,20.71,61.41,48.089999999999996,1,1,1.0
54,7,178.92,39.77,128.28,65.41999999999999,1,1,1.0
54,3,304.7,0.0,401.7,114.61,1,1,1.0
54,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
55,5,1.11,19.78,52.85,46.42,1,1,1.0
55,7,162.94,38.73,125.86000000000001,63.86000000000001,1,1,1.0
55,3,304.7,0.0,401.7,114.28,1,1,1.0
55,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
56,5,0.83,18.85,44.29,44.75,1,1,1.0
56,7,146.95,37.7,123.44999999999999,62.28,1,1,1.0
56,3,304.7,0.0,401.7,113.94,1,1,1.0
56,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
57,5,0.56,17.92,35.72,43.08,1,1,1.0
57,7,135.24,34.85,118.88999999999999,61.88999999999999,1,1,1.0
57,3,304.7,0.0,401.7,113.61,1,1,1.0
57,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
58,5,0.28,16.98,27.16,41.42,1,1,1.0
58,7,123.53,32.0,114.32,61.489999999999995,1,1,1.0
58,3,304.7,0.0,401.7,113.27,1,1,1.0
58,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
59,5,0.0,16.05,18.6,39.75,1,1,1.0
59,7,111.82,29.15,109.76000000000002,61.1,1,1,1.0
59,3,304.7,0.0,401.7,112.94,1,1,1.0
59,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
60,5,0.0,16.05,8.2,39.75,1,1,1.0
60,7,100.11,26.3,105.19000000000001,60.7,1,1,1.0
60,3,304.7,0.0,401.7,112.6,1,1,1.0
60,4,90.6,0.0,228.32000000000002,66.16,1,1,1.0
